id,full_name,age,click,gender,device_type,ad_position,browsing_history,time_of_day
9660,User9660,48,1.0,Male,Desktop,Top,Social Media,Night
8883,User8883,48,1.0,Female,Mobile,Bottom,Education,Evening
8413,User8413,39,0.0,Male,Mobile,Side,Social Media,Morning
8127,User8127,48,1.0,Male,Tablet,Bottom,News,Night
3060,User3060,46,1.0,Female,Tablet,Bottom,News,Morning
2602,User2602,61,1.0,Female,Desktop,Side,Shopping,Afternoon
1549,User1549,56,1.0,Male,Desktop,Top,Education,Afternoon
1041,User1041,37,1.0,Female,Mobile,Side,Entertainment,Morning
7542,User7542,42,0.0,Non-Binary,Tablet,Bottom,Social Media,Evening
1975,User1975,30,1.0,Female,Mobile,Top,Social Media,Morning
7065,User7065,57,1.0,Male,Desktop,Side,Entertainment,Morning
400,User400,52,1.0,Non-Binary,Tablet,Side,Social Media,Evening
1935,User1935,30,1.0,Female,Desktop,Bottom,Entertainment,Afternoon
6254,User6254,58,0.0,Male,Desktop,Bottom,Education,Night
393,User393,40,1.0,Non-Binary,Desktop,Bottom,Entertainment,Morning
8964,User8964,43,0.0,Female,Desktop,Bottom,Education,Afternoon
2637,User2637,20,0.0,Non-Binary,Mobile,Top,Education,Night
9227,User9227,46,1.0,Non-Binary,Mobile,Side,Education,Morning
3393,User3393,52,1.0,Male,Tablet,Top,Entertainment,Morning
2804,User2804,38,1.0,Female,Tablet,Bottom,Entertainment,Evening
157,User157,40,0.0,Male,Mobile,Top,Entertainment,Night
6133,User6133,37,0.0,Non-Binary,Mobile,Top,Entertainment,Night
6198,User6198,47,0.0,Non-Binary,Mobile,Bottom,Social Media,Night
2431,User2431,54,1.0,Male,Desktop,Top,Education,Night
7425,User7425,53,0.0,Non-Binary,Desktop,Bottom,Shopping,Night
4108,User4108,36,1.0,Female,Tablet,Top,Entertainment,Morning
9516,User9516,28,1.0,Female,Desktop,Top,Shopping,Morning
6986,User6986,45,0.0,Female,Mobile,Side,Shopping,Night
250,User250,48,1.0,Male,Mobile,Bottom,News,Evening
6287,User6287,40,1.0,Non-Binary,Tablet,Bottom,Shopping,Morning
4047,User4047,40,0.0,Male,Tablet,Top,Entertainment,Afternoon
6462,User6462,36,1.0,Male,Tablet,Side,Education,Evening
5447,User5447,40,0.0,Female,Desktop,Bottom,Entertainment,Morning
3507,User3507,60,0.0,Male,Tablet,Top,Social Media,Night
5418,User5418,34,1.0,Male,Mobile,Top,Entertainment,Evening
8459,User8459,38,1.0,Female,Tablet,Bottom,Social Media,Night
6287,User6287,31,1.0,Female,Tablet,Bottom,News,Evening
6202,User6202,37,1.0,Female,Tablet,Bottom,Shopping,Night
6708,User6708,47,1.0,Non-Binary,Desktop,Top,Entertainment,Night
3658,User3658,45,1.0,Male,Desktop,Side,Shopping,Night
2023,User2023,19,1.0,Female,Tablet,Top,News,Morning
250,User250,46,1.0,Non-Binary,Mobile,Bottom,News,Afternoon
9496,User9496,37,0.0,Male,Mobile,Bottom,Social Media,Night
8906,User8906,42,1.0,Non-Binary,Desktop,Top,Shopping,Night
2876,User2876,23,1.0,Male,Mobile,Top,Education,Morning
6237,User6237,32,1.0,Non-Binary,Mobile,Top,News,Morning
8112,User8112,33,0.0,Female,Mobile,Bottom,Entertainment,Night
1935,User1935,30,1.0,Female,Desktop,Bottom,Entertainment,Afternoon
3164,User3164,28,1.0,Female,Desktop,Bottom,News,Evening
6861,User6861,43,1.0,Non-Binary,Tablet,Side,Education,Afternoon
4848,User4848,52,1.0,Female,Desktop,Bottom,News,Night
315,User315,30,1.0,Non-Binary,Desktop,Bottom,News,Afternoon
9157,User9157,34,1.0,Male,Mobile,Bottom,Entertainment,Morning
5514,User5514,31,1.0,Female,Desktop,Side,Shopping,Morning
966,User966,24,1.0,Male,Desktop,Bottom,Shopping,Night
1905,User1905,62,1.0,Female,Mobile,Bottom,Education,Night
2017,User2017,36,1.0,Male,Tablet,Bottom,Social Media,Evening
5110,User5110,44,1.0,Female,Tablet,Top,Shopping,Morning
659,User659,46,0.0,Male,Desktop,Bottom,Education,Morning
1296,User1296,34,1.0,Non-Binary,Tablet,Top,Entertainment,Morning
7962,User7962,58,1.0,Female,Tablet,Top,Social Media,Afternoon
5631,User5631,64,0.0,Male,Mobile,Side,Education,Night
2555,User2555,55,1.0,Non-Binary,Tablet,Bottom,News,Evening
119,User119,59,1.0,Female,Tablet,Top,Social Media,Night
9905,User9905,43,1.0,Non-Binary,Tablet,Top,Entertainment,Night
9476,User9476,44,0.0,Non-Binary,Tablet,Bottom,Shopping,Afternoon
2387,User2387,43,1.0,Female,Mobile,Top,Social Media,Night
6886,User6886,43,1.0,Male,Mobile,Bottom,Social Media,Evening
775,User775,45,1.0,Female,Mobile,Top,Shopping,Evening
9842,User9842,43,1.0,Non-Binary,Mobile,Top,Shopping,Afternoon
7544,User7544,35,1.0,Female,Mobile,Top,News,Afternoon
7973,User7973,28,1.0,Female,Mobile,Bottom,Shopping,Morning
5444,User5444,22,0.0,Non-Binary,Tablet,Bottom,Shopping,Evening
6886,User6886,43,1.0,Male,Mobile,Bottom,Entertainment,Evening
6287,User6287,40,1.0,Female,Tablet,Bottom,News,Morning
5566,User5566,34,1.0,Female,Mobile,Bottom,Social Media,Morning
8726,User8726,62,1.0,Female,Desktop,Side,Education,Morning
3339,User3339,43,0.0,Male,Desktop,Bottom,Shopping,Evening
400,User400,52,1.0,Non-Binary,Tablet,Side,Shopping,Evening
6758,User6758,30,0.0,Male,Mobile,Top,News,Afternoon
3573,User3573,42,0.0,Female,Mobile,Bottom,Entertainment,Morning
3014,User3014,36,1.0,Non-Binary,Mobile,Top,Social Media,Afternoon
4274,User4274,32,0.0,Female,Desktop,Top,Entertainment,Morning
7422,User7422,20,1.0,Female,Desktop,Top,Social Media,Evening
6700,User6700,32,0.0,Female,Mobile,Side,Entertainment,Night
1710,User1710,37,1.0,Female,Tablet,Side,Entertainment,Afternoon
7099,User7099,22,1.0,Female,Mobile,Top,Entertainment,Evening
4021,User4021,34,1.0,Non-Binary,Desktop,Side,Entertainment,Morning
9789,User9789,36,1.0,Male,Tablet,Side,News,Morning
4950,User4950,28,1.0,Male,Mobile,Side,Shopping,Morning
5596,User5596,31,1.0,Male,Tablet,Top,Social Media,Afternoon
4981,User4981,36,1.0,Male,Tablet,Bottom,Shopping,Evening
8853,User8853,38,0.0,Female,Mobile,Top,Shopping,Night
3117,User3117,21,1.0,Male,Tablet,Bottom,News,Afternoon
6296,User6296,29,1.0,Female,Desktop,Bottom,Education,Evening
3801,User3801,26,1.0,Non-Binary,Desktop,Side,Entertainment,Evening
6268,User6268,47,1.0,Male,Desktop,Top,Social Media,Night
9516,User9516,28,1.0,Female,Desktop,Top,News,Morning
7144,User7144,33,0.0,Non-Binary,Mobile,Bottom,Shopping,Night
2291,User2291,53,0.0,Male,Tablet,Bottom,Shopping,Afternoon
7962,User7962,58,1.0,Non-Binary,Tablet,Top,Education,Afternoon
2156,User2156,46,1.0,Female,Tablet,Side,Education,Afternoon
1284,User1284,42,0.0,Female,Tablet,Top,Social Media,Afternoon
7507,User7507,35,1.0,Non-Binary,Mobile,Top,Education,Afternoon
3846,User3846,38,1.0,Non-Binary,Tablet,Bottom,Entertainment,Night
2934,User2934,26,1.0,Non-Binary,Desktop,Top,Entertainment,Afternoon
1144,User1144,53,0.0,Female,Desktop,Bottom,Education,Evening
2297,User2297,57,1.0,Non-Binary,Tablet,Side,Shopping,Morning
3203,User3203,50,0.0,Female,Tablet,Bottom,News,Night
5302,User5302,47,0.0,Male,Desktop,Bottom,Social Media,Morning
5590,User5590,50,0.0,Non-Binary,Mobile,Side,Entertainment,Morning
8726,User8726,62,1.0,Female,Desktop,Side,Education,Morning
9504,User9504,44,1.0,Non-Binary,Desktop,Top,Shopping,Morning
4474,User4474,30,0.0,Female,Tablet,Side,News,Afternoon
7775,User7775,38,0.0,Female,Tablet,Top,Social Media,Morning
2290,User2290,41,1.0,Male,Tablet,Top,Entertainment,Evening
9771,User9771,57,0.0,Female,Tablet,Bottom,Entertainment,Evening
4057,User4057,44,1.0,Female,Desktop,Side,Education,Evening
8147,User8147,28,1.0,Female,Desktop,Top,Social Media,Night
277,User277,59,1.0,Male,Desktop,Top,Entertainment,Afternoon
4620,User4620,43,1.0,Non-Binary,Mobile,Side,Entertainment,Night
2373,User2373,31,1.0,Male,Desktop,Bottom,Social Media,Night
5499,User5499,23,0.0,Male,Mobile,Top,Entertainment,Night
6679,User6679,24,1.0,Male,Tablet,Bottom,Entertainment,Night
7507,User7507,35,1.0,Female,Mobile,Top,Social Media,Afternoon
7313,User7313,41,1.0,Non-Binary,Mobile,Side,Social Media,Night
1041,User1041,37,1.0,Male,Mobile,Side,Entertainment,Morning
5142,User5142,41,0.0,Non-Binary,Desktop,Side,Social Media,Morning
8956,User8956,30,1.0,Male,Tablet,Top,News,Morning
5756,User5756,51,1.0,Non-Binary,Tablet,Top,Shopping,Afternoon
3192,User3192,44,0.0,Male,Mobile,Bottom,Shopping,Evening
2333,User2333,28,0.0,Male,Tablet,Side,Shopping,Morning
7198,User7198,42,0.0,Male,Tablet,Bottom,Shopping,Afternoon
1067,User1067,61,0.0,Female,Tablet,Bottom,Education,Afternoon
8278,User8278,31,1.0,Non-Binary,Mobile,Top,Shopping,Morning
8338,User8338,26,0.0,Female,Mobile,Side,Entertainment,Morning
7783,User7783,52,0.0,Male,Tablet,Bottom,Social Media,Night
9967,User9967,29,1.0,Female,Mobile,Bottom,Education,Evening
7962,User7962,58,1.0,Male,Tablet,Top,Education,Afternoon
674,User674,45,1.0,Female,Tablet,Side,Shopping,Evening
3574,User3574,19,1.0,Female,Tablet,Top,Entertainment,Evening
9373,User9373,30,0.0,Female,Desktop,Bottom,Entertainment,Evening
2248,User2248,34,0.0,Male,Desktop,Bottom,Shopping,Afternoon
5425,User5425,44,1.0,Non-Binary,Desktop,Side,Entertainment,Afternoon
9807,User9807,35,1.0,Non-Binary,Tablet,Bottom,Education,Night
6337,User6337,30,1.0,Male,Mobile,Top,Entertainment,Night
6849,User6849,39,1.0,Male,Desktop,Top,Entertainment,Evening
7674,User7674,43,1.0,Female,Tablet,Bottom,News,Afternoon
8373,User8373,34,1.0,Male,Desktop,Side,Shopping,Afternoon
4938,User4938,28,1.0,Female,Tablet,Side,Social Media,Evening
2290,User2290,41,1.0,Male,Tablet,Top,Entertainment,Evening
2939,User2939,54,0.0,Non-Binary,Tablet,Bottom,Education,Night
3483,User3483,20,1.0,Female,Mobile,Side,News,Morning
9394,User9394,30,0.0,Male,Tablet,Side,Shopping,Morning
5559,User5559,50,0.0,Male,Tablet,Side,Social Media,Morning
9789,User9789,36,1.0,Non-Binary,Tablet,Side,Social Media,Morning
6852,User6852,44,0.0,Female,Desktop,Top,Social Media,Night
2835,User2835,26,0.0,Male,Desktop,Side,Shopping,Morning
8631,User8631,28,1.0,Female,Tablet,Top,Shopping,Morning
256,User256,52,0.0,Female,Desktop,Side,Shopping,Night
1973,User1973,37,0.0,Female,Mobile,Top,Social Media,Morning
8906,User8906,47,1.0,Male,Desktop,Top,Shopping,Night
5784,User5784,30,0.0,Male,Mobile,Side,Shopping,Morning
2313,User2313,42,0.0,Non-Binary,Tablet,Bottom,News,Evening
3333,User3333,30,1.0,Male,Tablet,Top,Social Media,Evening
6951,User6951,26,0.0,Female,Mobile,Bottom,Entertainment,Night
5053,User5053,61,1.0,Non-Binary,Tablet,Side,Entertainment,Morning
9516,User9516,28,1.0,Non-Binary,Desktop,Top,Social Media,Morning
9855,User9855,43,1.0,Male,Desktop,Bottom,News,Morning
1931,User1931,28,1.0,Female,Mobile,Bottom,Shopping,Morning
168,User168,18,0.0,Male,Mobile,Side,Education,Morning
2402,User2402,27,0.0,Female,Mobile,Top,News,Morning
2876,User2876,23,1.0,Non-Binary,Tablet,Top,Education,Morning
1532,User1532,45,0.0,Non-Binary,Mobile,Side,Social Media,Evening
177,User177,37,0.0,Non-Binary,Tablet,Top,Social Media,Night
6683,User6683,32,1.0,Female,Tablet,Side,Shopping,Evening
1650,User1650,40,1.0,Male,Desktop,Side,Entertainment,Morning
3803,User3803,53,1.0,Female,Mobile,Top,Education,Morning
2542,User2542,58,1.0,Non-Binary,Mobile,Side,Entertainment,Evening
6863,User6863,44,1.0,Male,Desktop,Side,Entertainment,Morning
5699,User5699,19,1.0,Non-Binary,Tablet,Top,Education,Morning
9267,User9267,20,1.0,Male,Desktop,Top,Shopping,Morning
5698,User5698,35,0.0,Male,Mobile,Bottom,Education,Morning
5329,User5329,54,1.0,Female,Tablet,Side,Education,Evening
2044,User2044,31,1.0,Female,Mobile,Top,News,Evening
4621,User4621,49,1.0,Non-Binary,Tablet,Top,Education,Morning
4787,User4787,38,0.0,Male,Mobile,Side,Entertainment,Morning
4836,User4836,55,1.0,Female,Tablet,Side,Social Media,Evening
5699,User5699,19,1.0,Non-Binary,Tablet,Top,Education,Morning
6692,User6692,34,0.0,Non-Binary,Mobile,Side,Social Media,Evening
503,User503,43,1.0,Female,Desktop,Top,Shopping,Morning
7210,User7210,45,0.0,Female,Tablet,Side,Education,Night
9266,User9266,34,1.0,Non-Binary,Mobile,Top,Education,Afternoon
6811,User6811,24,1.0,Male,Mobile,Bottom,Education,Evening
1420,User1420,62,1.0,Female,Desktop,Bottom,News,Morning
7674,User7674,34,1.0,Female,Mobile,Bottom,Shopping,Afternoon
9660,User9660,42,1.0,Female,Tablet,Top,Social Media,Night
4871,User4871,58,1.0,Female,Desktop,Side,News,Night
1019,User1019,36,0.0,Non-Binary,Tablet,Bottom,Social Media,Night
3895,User3895,39,0.0,Non-Binary,Mobile,Top,Shopping,Morning
5084,User5084,52,1.0,Non-Binary,Tablet,Side,Entertainment,Evening
1905,User1905,62,1.0,Non-Binary,Mobile,Bottom,Entertainment,Night
2156,User2156,39,1.0,Female,Tablet,Side,Shopping,Afternoon
8948,User8948,25,1.0,Male,Mobile,Bottom,Education,Evening
5837,User5837,22,0.0,Male,Mobile,Top,Entertainment,Afternoon
4827,User4827,36,0.0,Male,Mobile,Bottom,Education,Morning
5912,User5912,41,1.0,Non-Binary,Mobile,Side,Education,Night
8726,User8726,62,1.0,Female,Desktop,Side,Education,Morning
8041,User8041,46,1.0,Non-Binary,Mobile,Bottom,Social Media,Morning
6500,User6500,18,0.0,Non-Binary,Mobile,Top,Entertainment,Morning
8571,User8571,47,0.0,Female,Tablet,Side,News,Afternoon
3049,User3049,58,0.0,Non-Binary,Desktop,Top,Education,Afternoon
1910,User1910,63,1.0,Male,Desktop,Side,News,Night
9992,User9992,36,1.0,Male,Desktop,Side,Shopping,Evening
1710,User1710,37,1.0,Non-Binary,Tablet,Side,Education,Afternoon
7840,User7840,37,0.0,Non-Binary,Desktop,Top,Shopping,Afternoon
6683,User6683,31,1.0,Female,Tablet,Side,Education,Night
4429,User4429,34,1.0,Female,Mobile,Top,Entertainment,Morning
4424,User4424,61,0.0,Non-Binary,Mobile,Side,Entertainment,Afternoon
2387,User2387,42,1.0,Male,Tablet,Top,Social Media,Night
8147,User8147,32,1.0,Female,Desktop,Top,News,Night
4286,User4286,38,0.0,Male,Desktop,Top,Shopping,Morning
9348,User9348,29,0.0,Non-Binary,Tablet,Side,Entertainment,Morning
6886,User6886,43,1.0,Male,Mobile,Bottom,Entertainment,Evening
7971,User7971,29,1.0,Non-Binary,Tablet,Top,News,Evening
5890,User5890,56,1.0,Female,Mobile,Bottom,News,Night
4021,User4021,38,1.0,Non-Binary,Mobile,Side,Shopping,Morning
6583,User6583,36,0.0,Female,Tablet,Top,Education,Evening
8353,User8353,47,1.0,Male,Desktop,Bottom,News,Evening
6100,User6100,41,1.0,Non-Binary,Desktop,Bottom,Education,Evening
4707,User4707,21,1.0,Non-Binary,Desktop,Top,Social Media,Evening
5324,User5324,43,1.0,Non-Binary,Mobile,Top,Social Media,Night
487,User487,28,1.0,Female,Mobile,Side,Entertainment,Afternoon
7276,User7276,63,0.0,Male,Tablet,Top,Social Media,Night
8726,User8726,62,1.0,Female,Desktop,Side,Education,Morning
3594,User3594,49,0.0,Male,Tablet,Side,Shopping,Morning
5324,User5324,43,1.0,Non-Binary,Mobile,Top,Social Media,Night
662,User662,51,0.0,Female,Mobile,Bottom,Social Media,Evening
6541,User6541,37,0.0,Male,Tablet,Bottom,Entertainment,Morning
7935,User7935,56,0.0,Female,Tablet,Bottom,News,Morning
2188,User2188,48,0.0,Male,Desktop,Bottom,Education,Afternoon
2002,User2002,36,0.0,Female,Desktop,Top,Education,Evening
6296,User6296,29,1.0,Female,Desktop,Bottom,Education,Evening
6247,User6247,27,0.0,Female,Mobile,Top,News,Night
5085,User5085,38,1.0,Male,Tablet,Top,News,Night
9422,User9422,21,1.0,Female,Mobile,Side,Entertainment,Night
6287,User6287,40,1.0,Female,Tablet,Bottom,Social Media,Morning
9492,User9492,43,0.0,Male,Desktop,Top,News,Evening
3641,User3641,33,1.0,Female,Tablet,Top,News,Night
9698,User9698,52,0.0,Non-Binary,Mobile,Top,Education,Morning
3060,User3060,49,1.0,Male,Tablet,Bottom,News,Morning
8965,User8965,25,1.0,Female,Mobile,Bottom,Social Media,Evening
3117,User3117,21,1.0,Male,Tablet,Bottom,Entertainment,Afternoon
4025,User4025,41,0.0,Male,Mobile,Top,Social Media,Morning
1183,User1183,60,0.0,Non-Binary,Desktop,Bottom,Social Media,Afternoon
393,User393,40,1.0,Female,Tablet,Bottom,Social Media,Morning
7924,User7924,41,1.0,Female,Desktop,Bottom,Education,Evening
7151,User7151,47,1.0,Non-Binary,Tablet,Side,Entertainment,Morning
5354,User5354,48,0.0,Non-Binary,Desktop,Bottom,Education,Morning
7254,User7254,32,0.0,Non-Binary,Tablet,Side,Social Media,Night
2017,User2017,36,1.0,Male,Tablet,Bottom,Shopping,Evening
5053,User5053,61,1.0,Male,Tablet,Side,Entertainment,Morning
4836,User4836,55,1.0,Non-Binary,Tablet,Side,Shopping,Evening
24,User24,32,1.0,Male,Tablet,Side,Education,Afternoon
1903,User1903,37,0.0,Male,Mobile,Top,Social Media,Morning
9967,User9967,52,1.0,Male,Mobile,Side,Education,Evening
1141,User1141,41,1.0,Female,Desktop,Bottom,Shopping,Afternoon
6740,User6740,58,0.0,Non-Binary,Desktop,Side,News,Night
4334,User4334,39,0.0,Female,Desktop,Side,Social Media,Evening
1248,User1248,57,0.0,Male,Tablet,Top,News,Morning
1209,User1209,60,0.0,Male,Mobile,Top,Social Media,Morning
3658,User3658,45,1.0,Non-Binary,Desktop,Side,Shopping,Night
8147,User8147,32,1.0,Female,Desktop,Top,Entertainment,Night
4379,User4379,39,0.0,Male,Mobile,Top,Education,Evening
5942,User5942,32,1.0,Non-Binary,Tablet,Bottom,Social Media,Evening
5198,User5198,47,1.0,Male,Desktop,Bottom,News,Night
2387,User2387,43,1.0,Non-Binary,Mobile,Top,Social Media,Night
8862,User8862,29,1.0,Non-Binary,Mobile,Side,News,Afternoon
5890,User5890,56,1.0,Female,Mobile,Bottom,News,Night
3658,User3658,31,1.0,Male,Desktop,Side,Shopping,Night
8146,User8146,52,0.0,Non-Binary,Desktop,Side,Education,Afternoon
2289,User2289,29,1.0,Female,Desktop,Bottom,Entertainment,Evening
2913,User2913,57,1.0,Male,Mobile,Side,Social Media,Evening
3062,User3062,34,1.0,Male,Desktop,Bottom,Entertainment,Evening
6296,User6296,29,1.0,Female,Desktop,Bottom,Entertainment,Evening
9766,User9766,33,1.0,Male,Desktop,Top,Shopping,Evening
928,User928,53,1.0,Male,Mobile,Bottom,Social Media,Afternoon
8211,User8211,44,0.0,Female,Tablet,Top,Social Media,Evening
6679,User6679,24,1.0,Male,Tablet,Bottom,Entertainment,Night
9842,User9842,43,1.0,Non-Binary,Mobile,Top,Shopping,Afternoon
8156,User8156,39,0.0,Non-Binary,Desktop,Top,Education,Morning
966,User966,54,1.0,Male,Desktop,Bottom,News,Night
6487,User6487,35,1.0,Male,Desktop,Side,Shopping,Morning
2337,User2337,40,1.0,Non-Binary,Desktop,Top,Entertainment,Evening
1958,User1958,39,0.0,Non-Binary,Desktop,Top,News,Morning
9146,User9146,58,1.0,Female,Desktop,Top,Entertainment,Afternoon
8994,User8994,34,1.0,Female,Mobile,Bottom,Entertainment,Morning
7466,User7466,47,1.0,Non-Binary,Mobile,Bottom,Shopping,Afternoon
7086,User7086,30,1.0,Non-Binary,Mobile,Top,Entertainment,Morning
9855,User9855,43,1.0,Male,Desktop,Bottom,News,Morning
7652,User7652,25,1.0,Male,Mobile,Bottom,Education,Morning
4950,User4950,39,1.0,Male,Mobile,Side,Shopping,Afternoon
5198,User5198,47,1.0,Male,Desktop,Bottom,Education,Night
8891,User8891,28,0.0,Non-Binary,Tablet,Bottom,Shopping,Morning
1710,User1710,37,1.0,Female,Desktop,Bottom,Social Media,Afternoon
3042,User3042,64,1.0,Non-Binary,Mobile,Side,Social Media,Afternoon
9290,User9290,44,1.0,Female,Desktop,Bottom,Entertainment,Afternoon
8740,User8740,46,0.0,Male,Tablet,Top,Social Media,Afternoon
2174,User2174,36,1.0,Male,Desktop,Bottom,Entertainment,Afternoon
3074,User3074,32,0.0,Male,Tablet,Side,News,Night
6409,User6409,52,1.0,Male,Desktop,Top,Entertainment,Night
9499,User9499,26,1.0,Female,Desktop,Bottom,Social Media,Morning
4086,User4086,28,1.0,Female,Desktop,Side,Entertainment,Morning
7584,User7584,31,0.0,Female,Mobile,Side,Shopping,Evening
5607,User5607,50,0.0,Non-Binary,Tablet,Top,Education,Morning
8226,User8226,31,1.0,Male,Tablet,Top,News,Morning
6369,User6369,41,0.0,Male,Desktop,Bottom,Entertainment,Afternoon
3014,User3014,35,1.0,Male,Mobile,Top,Shopping,Afternoon
4448,User4448,28,0.0,Non-Binary,Tablet,Bottom,Education,Evening
5501,User5501,28,1.0,Female,Mobile,Bottom,News,Evening
7924,User7924,41,1.0,Male,Desktop,Bottom,Entertainment,Evening
2272,User2272,52,1.0,Male,Tablet,Bottom,News,Morning
9516,User9516,28,1.0,Female,Desktop,Top,Entertainment,Morning
1674,User1674,41,0.0,Non-Binary,Tablet,Side,Social Media,Morning
6021,User6021,44,0.0,Non-Binary,Tablet,Bottom,Entertainment,Afternoon
6657,User6657,22,1.0,Female,Desktop,Bottom,News,Night
918,User918,62,0.0,Female,Tablet,Side,Social Media,Afternoon
3937,User3937,45,0.0,Female,Tablet,Bottom,Education,Evening
393,User393,40,1.0,Male,Tablet,Bottom,Shopping,Morning
1704,User1704,61,1.0,Female,Tablet,Bottom,Shopping,Afternoon
9197,User9197,63,0.0,Non-Binary,Desktop,Side,Education,Night
4962,User4962,52,0.0,Male,Mobile,Bottom,Social Media,Night
7099,User7099,22,1.0,Female,Mobile,Top,Shopping,Evening
7924,User7924,36,1.0,Female,Desktop,Bottom,Shopping,Morning
5566,User5566,34,1.0,Non-Binary,Mobile,Bottom,Social Media,Morning
6086,User6086,24,1.0,Male,Desktop,Bottom,News,Morning
6094,User6094,29,1.0,Non-Binary,Tablet,Top,Social Media,Evening
5329,User5329,54,1.0,Non-Binary,Tablet,Side,Education,Evening
9617,User9617,63,1.0,Male,Tablet,Side,Shopping,Afternoon
8101,User8101,59,1.0,Female,Desktop,Bottom,News,Afternoon
1704,User1704,61,1.0,Female,Tablet,Bottom,Shopping,Evening
6094,User6094,29,1.0,Non-Binary,Tablet,Top,Social Media,Evening
2289,User2289,36,1.0,Female,Desktop,Bottom,Shopping,Morning
3724,User3724,62,0.0,Female,Mobile,Top,Entertainment,Evening
8353,User8353,42,1.0,Non-Binary,Desktop,Bottom,Social Media,Evening
6220,User6220,47,0.0,Male,Mobile,Bottom,Entertainment,Evening
8459,User8459,38,1.0,Non-Binary,Tablet,Bottom,Education,Morning
1136,User1136,58,1.0,Male,Mobile,Side,News,Morning
7569,User7569,46,0.0,Male,Desktop,Top,Entertainment,Morning
7518,User7518,30,1.0,Non-Binary,Desktop,Bottom,Social Media,Afternoon
509,User509,59,0.0,Non-Binary,Desktop,Side,Shopping,Afternoon
6600,User6600,39,0.0,Male,Mobile,Side,Entertainment,Morning
3155,User3155,52,0.0,Female,Tablet,Side,Social Media,Night
1141,User1141,37,1.0,Male,Desktop,Bottom,Shopping,Afternoon
5501,User5501,28,1.0,Non-Binary,Mobile,Bottom,Social Media,Evening
811,User811,20,0.0,Non-Binary,Desktop,Bottom,News,Morning
2289,User2289,36,1.0,Female,Desktop,Bottom,Shopping,Morning
8764,User8764,38,0.0,Male,Desktop,Top,Shopping,Morning
4307,User4307,33,0.0,Male,Desktop,Bottom,Entertainment,Afternoon
8154,User8154,52,0.0,Male,Mobile,Top,Education,Evening
3605,User3605,51,0.0,Female,Tablet,Side,Entertainment,Evening
1762,User1762,41,1.0,Male,Desktop,Side,Social Media,Afternoon
9402,User9402,53,0.0,Male,Desktop,Side,News,Night
9643,User9643,44,0.0,Male,Desktop,Top,Entertainment,Evening
2607,User2607,52,0.0,Male,Tablet,Bottom,Shopping,Night
5329,User5329,54,1.0,Male,Tablet,Side,Shopping,Evening
8353,User8353,42,1.0,Male,Desktop,Bottom,Education,Evening
2129,User2129,47,1.0,Male,Tablet,Bottom,Social Media,Evening
2239,User2239,25,1.0,Female,Tablet,Bottom,Education,Morning
9789,User9789,36,1.0,Non-Binary,Tablet,Side,News,Morning
8505,User8505,47,0.0,Male,Desktop,Bottom,Social Media,Morning
9642,User9642,40,1.0,Non-Binary,Mobile,Side,Shopping,Morning
3854,User3854,56,1.0,Male,Tablet,Bottom,Social Media,Afternoon
6202,User6202,50,1.0,Non-Binary,Tablet,Bottom,Shopping,Night
1379,User1379,47,0.0,Male,Desktop,Bottom,News,Morning
3380,User3380,64,0.0,Female,Mobile,Top,Social Media,Afternoon
4554,User4554,49,0.0,Non-Binary,Mobile,Top,News,Night
3574,User3574,21,1.0,Female,Tablet,Top,Entertainment,Evening
282,User282,42,0.0,Female,Tablet,Side,Social Media,Night
3144,User3144,24,1.0,Non-Binary,Desktop,Side,Shopping,Morning
9789,User9789,36,1.0,Non-Binary,Tablet,Side,Education,Morning
7866,User7866,51,1.0,Non-Binary,Mobile,Top,Social Media,Morning
5227,User5227,24,1.0,Male,Mobile,Top,Entertainment,Night
5776,User5776,59,0.0,Non-Binary,Mobile,Top,News,Night
8424,User8424,32,0.0,Male,Mobile,Side,Social Media,Morning
1524,User1524,24,1.0,Male,Mobile,Bottom,Social Media,Night
7188,User7188,24,0.0,Female,Tablet,Side,News,Morning
5860,User5860,30,1.0,Male,Desktop,Bottom,Entertainment,Morning
8732,User8732,33,0.0,Female,Mobile,Bottom,Social Media,Night
2044,User2044,31,1.0,Male,Tablet,Top,Shopping,Morning
3282,User3282,46,0.0,Non-Binary,Tablet,Side,Entertainment,Morning
3065,User3065,36,0.0,Female,Desktop,Bottom,Education,Morning
3144,User3144,24,1.0,Female,Desktop,Side,Shopping,Morning
9504,User9504,35,1.0,Male,Tablet,Top,Education,Morning
3106,User3106,26,0.0,Male,Tablet,Top,Education,Night
2044,User2044,31,1.0,Female,Mobile,Top,News,Evening
4938,User4938,28,1.0,Male,Desktop,Side,News,Evening
5770,User5770,46,0.0,Male,Mobile,Side,Education,Night
503,User503,43,1.0,Female,Desktop,Side,Social Media,Morning
6153,User6153,30,1.0,Female,Mobile,Side,Entertainment,Night
5531,User5531,34,1.0,Male,Desktop,Top,News,Night
6462,User6462,36,1.0,Male,Tablet,Side,Entertainment,Morning
7086,User7086,30,1.0,Non-Binary,Mobile,Top,Education,Morning
9102,User9102,23,0.0,Non-Binary,Mobile,Bottom,Social Media,Evening
2602,User2602,58,1.0,Female,Tablet,Side,Shopping,Afternoon
9759,User9759,43,0.0,Female,Tablet,Side,Social Media,Evening
4177,User4177,43,0.0,Female,Mobile,Bottom,Entertainment,Evening
